regiao,estado,municipio,codigo_mun,capital,porte,populacao,area,densidade_dem,pib,pib_pc,participacao_transf_receita,servidores,comissionados,comissionados_por_servidor,perc_pop_econ_ativa,taxa_empreendedorismo,anos_estudo_empreendedor,jornada_trabalho,gasto_pc_saude,hab_p_medico,exp_vida,gasto_pc_educacao,exp_anos_estudo,nota_ciencias,nota_humanas,nota_linguagem,nota_mat,nota_redacao,idhm,ranking_igm,indice_governanca
NORDESTE,MA,MATA ROMA,2106409,0,Pequeno porte 1,"16,567",548.41,27.6,82914.05,5198.05,99.0,562.0,160.0,28%,0.47,0.32,4.73007719561828,32.0363142450216,513.26,2309.85714285714,71.56,1422.23,9.4,438.2739726027397,464.4136986301371,457.8616438356165,428.74109589041086,437.2602739726028,0.303,2054º,0.473
NORDESTE,CE,MERUOCA,2308203,0,Pequeno porte 1,"14,814",149.85,91.4,66706.0,4639.77,95.0,425.0,58.0,14%,0.81,0.19,4.745356296148112,33.0706222158146,433.65,854.647058823529,70.68,717.41,8.79,447.7568181818182,496.4886363636366,483.8132183908042,442.27011494252883,490.5747126436781,0.418,2055º,0.47200000000000003
CENTRO-OESTE,MT,PORTO ESTRELA,5106851,0,Pequeno porte 1,"3,064","2,045.41",1.8,39015.99,11632.67,81.0,146.0,39.0,27%,0.59,0.2,4.420391898265018,39.200596548161,1000.06,,73.23,923.3,8.19,431.31666666666666,461.2833333333333,458.2434782608696,434.7782608695654,419.1304347826088,0.3720000000000001,2056º,0.47200000000000003
NORDESTE,BA,NILO PECANHA,2922607,0,Pequeno porte 1,"14,279",391.65,31.4,96136.84,7092.35,91.0,439.0,58.0,13%,0.83,0.24,4.37831380301339,32.507723182445105,414.47,1086.07692307692,70.72,1012.7,6.83,453.5764705882354,506.41568627450965,483.4137254901959,436.84705882352944,499.21568627450966,0.248,2057º,0.47200000000000003
SUDESTE,MG,GONCALVES,3127404,0,Pequeno porte 1,"4,401",187.35,22.5,45614.03,10437.99,89.0,149.0,12.0,8%,1.04,0.21,6.7949048392387414,43.8476864054347,676.87,876.2,74.96,560.4,10.98,491.452,554.9839999999998,536.8,509.22,517.6,0.573,2058º,0.47200000000000003
CENTRO-OESTE,GO,LUZIANIA,5212501,0,Grande porte,"196,864","3,961.10",44.1,3138351.52,16677.3,72.0,3765.0,492.0,13%,0.99,0.18,7.01059446803437,40.238220871072,326.52,1579.66115702479,74.86,522.97,9.02,461.3763052208834,520.4455153949119,511.4632971506101,470.7165535956582,495.75305291723197,0.616,2059º,0.47200000000000003
SUDESTE,MG,ESPINOSA,3124302,0,Pequeno porte 2,"32,183","1,868.97",16.7,224365.12,6993.71,80.0,576.0,105.0,18%,0.94,0.24,5.49476140447428,37.4196599438376,330.29,1784.27777777778,73.26,380.4,8.88,460.2610389610386,513.2564935064936,501.38421052631577,455.1513157894737,495.7894736842105,0.439,2060º,0.47200000000000003
SUDESTE,MG,ENGENHEIRO CALDAS,3123700,0,Pequeno porte 1,"11,032",187.06,55,91645.51,8476.28,84.0,246.0,29.0,12%,0.82,0.23,6.09358161913803,43.2531849335909,361.52,1361.0,73.91,568.88,7.77,471.1156862745098,507.30784313725485,501.238775510204,489.8163265306124,485.3061224489797,0.48,2061º,0.47200000000000003
NORDESTE,BA,MILAGRES,2921302,0,Pequeno porte 1,"11,621",420.36,36.2,70629.74,6105.09,91.0,298.0,266.0,89%,0.86,0.33,4.46172602118675,36.8303035503398,353.48,1671.42857142857,72.32,789.85,8.5,453.3137254901961,493.91960784313727,497.1039215686274,446.2686274509804,463.13725490196083,0.4270000000000001,2062º,0.47200000000000003
NORTE,RO,GOVERNADOR JORGE TEIXEIRA,1101005,0,Pequeno porte 1,"9,933","5,067.38",2.1,140575.53,13344.93,74.0,387.0,59.0,15%,0.88,0.43,4.8733821822973,34.0345578522596,543.51,,70.71,687.42,9.0,449.02884615384613,482.00000000000006,474.4882352941178,440.23333333333335,435.29411764705884,0.365,2063º,0.47200000000000003
CENTRO-OESTE,GO,MAURILANDIA,5213004,0,Pequeno porte 1,"13,170",389.7,29.6,167725.89,13404.13,88.0,188.0,92.0,49%,1.01,0.15,6.78721453166849,44.282863042223795,418.46,2122.83333333333,74.4,704.82,8.62,447.9910447761194,488.58805970149245,480.50149253731337,455.77761194029847,446.56716417910457,0.5579999999999999,2064º,0.47200000000000003
SUL,RS,CARAA,4304713,0,Pequeno porte 1,"7,918",294.46,24.8,78360.84,10121.52,75.0,185.0,20.0,11%,1.01,0.35,4.79319439535297,39.8608278794906,338.22,,74.79,656.55,9.31,453.6333333333332,522.4166666666667,520.6166666666667,449.1533333333333,515.3333333333334,0.499,2065º,0.47200000000000003
NORTE,AM,PARINTINS,1303403,0,Grande porte,"112,716","5,952.37",17.10,1010853.68,9254.78,87.0,1052.0,197.0,19%,0.76,0.35,6.66325415562812,39.97573230763409,360.3,2208.22,72.97,671.14,9.45,450.5643128321953,498.25094912680356,482.87605850654404,440.39237875288666,494.36104695919937,0.513,2066º,0.47200000000000003
SUDESTE,MG,SIMONESIA,3167608,0,Pequeno porte 1,"19,530",486.54,37.6,120829.96,6297.16,88.0,368.0,25.0,7%,1.06,0.28,5.85560959711888,43.8565151448591,539.36,2413.375,74.36,440.54,8.46,458.66666666666674,510.6413793103447,494.62705882352964,463.92352941176483,484.9411764705882,0.451,2067º,0.47200000000000003
SUDESTE,MG,COUTO DE MAGALHAES DE MINAS,3120102,0,Pequeno porte 1,"4,428",485.65,8.7,45045.4,10291.39,88.0,206.0,13.0,6%,0.8,0.22,6.197373228147839,45.8734000208741,675.03,627.857142857143,73.4,761.43,9.26,458.36774193548393,511.8225806451613,516.583870967742,446.2354838709677,464.51612903225805,0.516,2068º,0.47200000000000003
NORDESTE,BA,ERICO CARDOSO,2900504,0,Pequeno porte 1,"11,405",768.37,15.5,42166.35,3663.77,95.0,208.0,32.0,15%,1.0,0.09,4.737923267020349,38.1630704024926,443.31,1274.66666666667,70.47,657.42,8.68,464.50000000000017,499.26578947368415,496.27297297297287,462.6891891891893,503.24324324324317,0.337,2069º,0.47200000000000003
NORTE,TO,SAO FELIX DO TOCANTINS,1720150,0,Pequeno porte 1,"1,559","1,908.68",0.8,14073.34,9270.98,97.0,73.0,24.0,33%,0.43,0.04,4.89712360793701,35.8073213135368,1188.6,766.0,71.28,1103.47,10.23,432.91785714285714,476.1714285714285,475.4111111111112,428.7259259259259,388.1481481481482,0.313,2070º,0.47100000000000003
NORDESTE,RN,RODOLFO FERNANDES,2411007,0,Pequeno porte 1,"4,546",154.84,28.5,30005.03,6595.96,93.0,192.0,63.0,33%,0.78,0.23,5.00986200513959,41.623644431645204,571.26,,70.5,905.86,9.58,432.23,470.52000000000015,467.20689655172407,432.3137931034484,460.6896551724138,0.384,2071º,0.47100000000000003
NORDESTE,CE,NOVO ORIENTE,2309409,0,Pequeno porte 2,"28,288",949.39,28.9,134988.85,4808.15,88.0,694.0,74.0,11%,0.67,0.29,5.00462283725291,32.1973020543411,361.69,2165.30769230769,70.79,738.83,10.04,460.24901960784297,504.26830065359457,494.76700000000017,466.015,520.5333333333333,0.387,2072º,0.47100000000000003
NORDESTE,PI,FRONTEIRAS,2204303,0,Pequeno porte 1,"11,405",760.51,14.3,189135.46,16637.53,89.0,284.0,55.0,19%,0.75,0.3,4.81034015900789,33.6996216921668,674.19,1630.14285714286,69.86,666.13,9.55,454.0872093023255,495.9418604651165,489.63372093023287,446.02790697674413,496.5116279069768,0.42,2073º,0.47100000000000003
NORDESTE,PI,LAGOINHA DO PIAUI,2205540,0,Pequeno porte 1,"2,785",67.5,39.4,12487.02,4555.64,94.0,73.0,68.0,93%,0.63,0.25,4.39646125231479,34.8447305156578,575.02,2757.0,71.57,922.99,8.64,451.76052631578943,488.1657894736843,470.64473684210526,446.8000000000001,411.57894736842087,0.368,2074º,0.47100000000000003
NORDESTE,CE,MILAGRES,2308302,0,Pequeno porte 2,"28,292",606.44,46.7,160655.96,5639.62,84.0,800.0,159.0,20%,0.75,0.26,5.813554285159639,36.5299601729283,442.3,979.965517241379,71.61,592.17,9.07,473.26698717948716,514.7073717948715,500.9732258064517,460.1012903225807,542.1290322580645,0.442,2075º,0.47100000000000003
SUL,PR,SANTA MARIA DO OESTE,4123857,0,Pequeno porte 1,"10,861",847.14,13.6,119844.4,10591.64,86.0,318.0,91.0,29%,0.99,0.36,4.88035598543659,34.9283739499702,522.39,2789.75,72.37,687.75,10.08,447.0876543209876,493.0925925925926,494.2025316455696,461.5822784810128,482.78481012658233,0.396,2076º,0.47100000000000003
SUDESTE,MG,PARAISOPOLIS,3147303,0,Pequeno porte 2,"20,850",331.24,58.5,357384.7,17510.27,73.0,665.0,68.0,10%,1.02,0.19,7.3986675938247695,43.0232198145523,455.98,1869.36363636364,76.11,388.84,9.02,508.80307692307707,548.1384615384613,546.3596899224807,543.46511627907,548.8372093023256,0.6829999999999999,2077º,0.47100000000000003
SUDESTE,SP,ITOBI,3523800,0,Pequeno porte 1,"7,842",138.99,54.2,87570.85,11216.97,86.0,92.0,18.0,20%,1.06,0.14,7.60978297099584,45.9347249131087,504.33,781.9,74.19,350.71,10.71,433.49047619047616,465.21428571428567,478.95999999999987,427.805,474.0,0.654,2078º,0.47100000000000003
SUDESTE,MG,ITABIRINHA,3131802,0,Pequeno porte 1,"11,434",209.03,51.2,74782.78,6662.76,89.0,190.0,4.0,2%,0.83,0.29,5.88215702638884,40.835912587806,409.13,1882.83333333333,75.3,419.17,7.57,461.88666666666666,508.2366666666666,502.44035087719294,472.4438596491227,507.3684210526316,0.501,2079º,0.47100000000000003
CENTRO-OESTE,GO,BOM JARDIM DE GOIAS,5203401,0,Pequeno porte 1,"8,862","1,899.51",4.4,116182.36,13274.95,83.0,232.0,52.0,22%,0.88,0.33,6.46127900394177,43.7655231961578,508.86,1255.71428571429,73.68,528.48,10.02,457.07647058823545,519.8741176470588,501.6439024390244,459.15243902439033,533.1707317073169,0.542,2080º,0.47100000000000003
NORDESTE,BA,SAO GONCALO DOS CAMPOS,2929305,0,Pequeno porte 2,"37,634",300.73,110.7,319464.48,8718.77,87.0,815.0,35.0,4%,0.98,0.19,5.3743933454233,32.6747491584929,375.7,927.775,70.14,636.1,8.78,455.5813253012049,501.2006024096386,485.2597560975609,443.0914634146341,501.4634146341464,0.439,2081º,0.47100000000000003
SUL,RS,IRAI,4310504,0,Pequeno porte 1,"7,969",180.96,44.6,123553.49,15193.49,78.0,166.0,22.0,13%,1.02,0.37,5.6579380443796525,41.3645736224122,417.97,4037.0,74.12,463.14,10.88,475.3297297297297,528.3621621621621,528.4081081081082,451.9243243243242,515.1351351351351,0.5920000000000001,2082º,0.47
NORDESTE,PI,ITAUEIRA,2205102,0,Pequeno porte 1,"10,837","2,554.18",4.2,66633.6,6166.35,84.0,329.0,34.0,10%,0.86,0.28,4.44722174074262,42.1461854268122,608.94,1545.42857142857,68.64,559.57,8.73,449.9133333333333,476.4306666666668,479.40135135135114,444.3297297297297,485.40540540540536,0.334,2083º,0.47
SUL,SC,IPUACU,4207684,0,Pequeno porte 1,"7,331",260.89,26.1,290575.07,40793.92,89.0,159.0,29.0,18%,0.81,0.35,6.506725331606059,48.3694613658035,583.58,1198.83333333333,72.4,661.25,9.72,450.70000000000016,483.75135135135116,474.15277777777777,447.31111111111113,512.2222222222222,0.518,2084º,0.47
NORDESTE,CE,SAO BENEDITO,2312304,0,Pequeno porte 2,"46,414",338.21,130.6,344348.11,7542.73,90.0,1259.0,192.0,15%,0.88,0.29,5.0050662283584035,34.8865669243565,349.15,1996.39130434783,70.84,640.27,9.64,471.00710382513716,504.9861566484517,493.042541436464,459.7895027624306,508.28729281767954,0.401,2085º,0.47
SUDESTE,MG,BRASILANDIA DE MINAS,3108552,0,Pequeno porte 1,"15,921","2,509.69",5.7,175501.56,11463.2,83.0,284.0,44.0,15%,0.97,0.15,6.28709748338913,53.0419307504286,520.96,1724.66666666667,75.87,501.01,8.09,460.47478260869593,511.97913043478263,504.0442477876108,464.8628318584069,509.91150442477874,0.551,2086º,0.47
CENTRO-OESTE,MS,JAPORA,5004809,0,Pequeno porte 1,"8,702",419.4,18.4,82987.77,10013.0,93.0,268.0,74.0,28%,0.58,0.32,3.8671720733819,27.0775555715584,423.11,1404.83333333333,72.44,1278.26,7.3,446.2487804878048,473.7073170731707,456.5073170731706,448.72926829268295,388.2926829268293,0.198,2087º,0.47
NORTE,TO,ARAGUACU,1702000,0,Pequeno porte 1,"8,734","5,167.80",1.7,121735.7,13727.53,83.0,331.0,98.0,30%,0.91,0.17,7.11582387860058,42.5275103245669,444.8,2205.5,72.78,768.19,9.92,451.52794117647073,504.5279411764705,489.8102941176471,461.3382352941177,502.35294117647067,0.5539999999999999,2088º,0.47
NORDESTE,MA,LORETO,2106102,0,Pequeno porte 1,"11,943","3,596.84",3.2,129884.69,11087.99,91.0,564.0,42.0,7%,0.59,0.14,5.2277210947972,34.2016618197608,392.35,1965.83333333333,71.27,842.75,10.11,440.42191780821923,470.7452054794522,460.513698630137,415.9657534246576,449.58904109589037,0.332,2089º,0.47
NORDESTE,BA,CAPIM GROSSO,2906873,0,Pequeno porte 2,"31,181",334.42,79.5,253282.25,8778.37,90.0,1006.0,56.0,6%,1.03,0.3,5.97495978247869,39.10304201102179,429.9,5821.4,70.09,512.75,8.4,466.5168604651165,530.9034883720932,507.6404624277456,469.5080924855494,541.6184971098265,0.425,2090º,0.47
NORDESTE,PE,BEZERROS,2601904,0,Médio porte,"60,469",490.82,119.5,529017.22,8785.76,81.0,1226.0,107.0,9%,0.84,0.3,5.27228489534919,36.3196251956441,398.7,783.12987012987,70.1,470.14,8.86,475.79600760456236,531.9826996197719,519.3107421875,485.93984375,538.59375,0.389,2091º,0.469
SUDESTE,MG,CAIANA,3110103,0,Pequeno porte 1,"5,398",106.47,46.7,36216.44,6885.25,83.0,249.0,41.0,16%,1.02,0.2,5.4039966543792,46.50114520446101,493.96,758.285714285714,74.98,595.69,7.56,462.5529411764705,517.6441176470587,500.6764705882354,467.1,477.6470588235293,0.453,2092º,0.469
SUDESTE,MG,OLIVEIRA FORTES,3145703,0,Pequeno porte 1,"2,182",111.13,19.1,22416.9,10278.26,91.0,156.0,14.0,9%,0.87,0.16,5.911998835883759,50.396384876416796,863.2,545.5,72.61,870.74,10.3,514.7153846153846,572.3692307692307,522.1750000000002,537.4333333333333,616.6666666666666,0.458,2093º,0.469
SUDESTE,RJ,PORCIUNCULA,3304102,0,Pequeno porte 1,"18,156",291.05,58.8,264835.17,14560.98,75.0,779.0,59.0,8%,0.94,0.17,7.44747842915125,42.7543307894051,823.94,1306.64285714286,73.11,672.33,9.14,460.5633802816901,515.343661971831,506.5742857142857,445.32142857142856,532.8571428571429,0.606,2094º,0.469
SUDESTE,SP,PIQUEROBI,3538303,0,Pequeno porte 1,"3,686",482.77,7.3,47346.65,12918.6,85.0,259.0,30.0,12%,0.86,0.17,7.10975043368236,38.55143868088,781.81,918.0,75.18,892.4,11.15,457.36000000000007,514.456,509.2375000000001,480.1333333333334,495.83333333333326,0.64,2095º,0.469
SUDESTE,MG,MEDINA,3141405,0,Pequeno porte 2,"21,433","1,435.90",14.6,187246.02,8703.85,91.0,372.0,32.0,9%,0.81,0.2,6.1460998712652,40.387876511941,364.69,1652.69230769231,74.27,361.29,8.64,444.9389473684211,500.5852631578946,507.2587628865979,449.5453608247422,506.59793814432993,0.4320000000000001,2096º,0.469
SUDESTE,MG,SENADOR FIRMINO,3165701,0,Pequeno porte 1,"7,747",166.5,43.4,60962.92,8023.55,80.0,201.0,45.0,22%,0.76,0.23,5.97439712266896,44.9892963955836,432.99,956.25,74.75,515.42,8.59,486.37291666666647,536.0104166666666,533.2531914893615,503.83191489361707,591.063829787234,0.48,2097º,0.469
CENTRO-OESTE,GO,ABADIANIA,5200100,0,Pequeno porte 1,"18,427","1,045.13",15.1,227036.01,13103.78,77.0,420.0,95.0,23%,0.97,0.33,6.74196267739056,40.3144726126785,334.89,680.807692307692,75.46,395.03,9.31,466.41428571428594,535.016071428571,509.8265060240962,480.95421686746994,540.0,0.5870000000000001,2098º,0.469
NORDESTE,RN,TIBAU DO SUL,2414209,0,Pequeno porte 1,"13,609",101.82,111.8,187933.53,14788.6,74.0,411.0,78.0,19%,0.78,0.32,6.85931704976102,43.9680321680734,533.11,650.85,72.62,858.73,7.7,451.12909090909073,490.26727272727294,480.51818181818186,442.3545454545453,440.7272727272728,0.482,2099º,0.469
CENTRO-OESTE,MS,NIOAQUE,5005806,0,Pequeno porte 1,"14,162","3,923.79",3.7,185324.38,12888.54,90.0,436.0,21.0,5%,0.95,0.2,5.3886054298105,39.8433510028636,592.21,2043.57142857143,74.34,963.48,9.38,455.564705882353,501.09803921568636,495.4414141414143,446.4171717171717,475.3535353535354,0.468,2100º,0.469
SUDESTE,MG,ANTONIO CARLOS,3102902,0,Pequeno porte 1,"11,584",529.92,21,133561.54,11606.98,92.0,273.0,22.0,8%,0.9,0.18,6.66158079695604,46.3420999760875,421.49,,75.3,425.43,8.84,455.9465116279069,496.64418604651166,509.5475,468.4025,495.0,0.573,2101º,0.469
SUDESTE,MG,MUTUM,3144003,0,Pequeno porte 2,"27,512","1,250.82",21.3,257911.07,9393.61,85.0,492.0,60.0,12%,0.98,0.28,5.65353565266345,43.825590723154,447.51,1144.79166666667,74.3,323.38,7.95,466.3812182741118,516.674111675127,511.5855670103092,488.2407216494846,520.6185567010309,0.48,2102º,0.469
CENTRO-OESTE,GO,RUBIATABA,5218904,0,Pequeno porte 1,"19,914",748.26,25.3,257596.65,13101.91,80.0,534.0,95.0,18%,0.95,0.24,7.18289164683168,45.8249790060765,653.66,1316.46666666667,73.82,610.38,11.19,451.66645161290313,517.2567741935482,510.3012987012986,460.6512987012986,506.23376623376623,0.659,2103º,0.469
NORDESTE,SE,PACATUBA,2804904,0,Pequeno porte 1,"14,293",373.82,35.1,168257.2,12108.32,89.0,305.0,174.0,57%,0.74,0.28,4.731920422214441,33.807718035696396,626.22,1559.11111111111,68.84,1284.94,8.48,449.6277777777778,476.0361111111112,468.4597222222223,423.5861111111112,495.83333333333326,0.267,2104º,0.469
NORDESTE,SE,TELHA,2807303,0,Pequeno porte 1,"3,196",49.03,60.3,27315.36,8763.35,92.0,166.0,21.0,13%,0.64,0.21,5.861180430385032,32.73934677869661,751.69,524.0,68.31,1103.4,9.43,449.48235294117654,470.42941176470566,473.925,423.8375,421.25,0.384,2105º,0.469
SUDESTE,MG,VARZEA DA PALMA,3170800,0,Pequeno porte 2,"38,838","2,220.28",16.1,641290.01,16929.96,76.0,898.0,77.0,9%,0.92,0.18,6.226593115152509,40.104768990202295,479.09,1661.4347826087,73.83,386.35,8.66,454.42620087336235,508.7873362445417,496.7099999999999,463.7678260869564,475.39130434782606,0.532,2106º,0.469
NORDESTE,CE,PIQUET CARNEIRO,2310902,0,Pequeno porte 1,"16,599",587.88,26.3,80464.3,4976.45,82.0,396.0,84.0,21%,0.69,0.2,5.14753411730576,36.6603341427106,426.65,2331.14285714286,71.73,613.31,9.16,466.51975308641966,497.8790123456791,494.64374999999984,466.27250000000015,465.5,0.375,2107º,0.46799999999999997
NORDESTE,PE,SAO LOURENCO DA MATA,2613701,0,Grande porte,"111,197",262.11,392.6,821544.42,7585.75,76.0,899.0,398.0,44%,0.83,0.19,7.00951521153205,41.105185039493996,338.21,942.224137931034,72.57,391.39,9.34,462.32970588235366,508.3582352941174,496.73572496263085,449.1153961136025,505.2316890881912,0.501,2108º,0.46799999999999997
SUDESTE,MG,DORES DO INDAIA,3123205,0,Pequeno porte 1,"13,952","1,111.20",12.4,170061.05,12105.71,78.0,377.0,31.0,8%,1.02,0.2,8.19072225797006,50.9660808637946,476.38,1557.11111111111,75.4,505.68,9.35,482.764197530864,526.6765432098766,514.8837499999997,504.12750000000017,517.25,0.659,2109º,0.46799999999999997
SUL,RS,FONTOURA XAVIER,4308300,0,Pequeno porte 1,"10,861",583.47,18.4,131531.05,12017.46,84.0,299.0,36.0,12%,1.06,0.36,5.8973204626729405,43.59539808200971,338.82,2183.2,73.69,758.26,9.69,444.4871794871795,490.6564102564103,496.01794871794885,445.8,508.2051282051282,0.52,2110º,0.46799999999999997
NORDESTE,PB,CONDE,2504603,0,Pequeno porte 2,"24,380",172.95,123.7,550883.68,23832.3,82.0,650.0,193.0,30%,0.8,0.28,4.65368366412252,34.4697188199019,537.73,1070.63636363636,72.84,915.43,8.69,442.79999999999984,484.85398230088487,484.95090909090914,431.5190909090909,463.8181818181818,0.418,2111º,0.46799999999999997
SUDESTE,SP,SALMOURAO,3545100,0,Pequeno porte 1,"5,187",172.93,28,56121.45,11049.7,92.0,232.0,15.0,6%,0.94,0.09,7.096081963973122,46.6230178828635,589.1,730.857142857143,75.77,717.02,11.86,444.8,484.9571428571428,491.09,422.225,474.0,0.659,2112º,0.46799999999999997
NORDESTE,BA,AMELIA RODRIGUES,2901106,0,Pequeno porte 2,"26,424",173.48,145.2,229477.72,8667.06,77.0,751.0,123.0,16%,0.92,0.21,7.69622657227023,38.1599680423898,328.96,1556.35294117647,73.59,636.5,9.84,457.0856164383561,517.240410958904,484.61849315068497,440.82054794520536,497.94520547945206,0.532,2113º,0.46799999999999997
NORDESTE,PI,BARRO DURO,2201408,0,Pequeno porte 1,"6,930",159.43,50.4,44255.91,6678.12,89.0,200.0,127.0,64%,0.79,0.28,4.62595644107462,39.5171883680061,473.65,1735.25,68.72,549.35,9.66,445.7655172413793,472.43103448275866,465.1821428571429,430.6392857142858,418.57142857142856,0.403,2114º,0.46799999999999997
NORTE,RO,CORUMBIARA,1100072,0,Pequeno porte 1,"8,749","3,060.32",2.9,168679.89,18667.54,90.0,359.0,34.0,9%,0.97,0.35,4.5514895065119,32.7518674118899,651.8,1489.66666666667,71.45,767.05,9.82,453.57878787878786,483.27878787878785,477.6203125000001,442.4453125,471.25,0.406,2115º,0.46799999999999997
NORDESTE,BA,JAGUAQUARA,2917607,0,Médio porte,"55,751",924.74,55,395877.41,7210.62,90.0,1251.0,101.0,8%,0.89,0.35,4.95011151944749,36.1029793664515,297.13,1968.82142857143,69.81,594.8,7.73,481.60617760617737,532.1254826254831,516.51171875,484.39921875000033,534.296875,0.327,2116º,0.46799999999999997
SUDESTE,MG,DIVINOLANDIA DE MINAS,3122207,0,Pequeno porte 1,"7,517",133.12,52.8,48690.93,6601.26,84.0,182.0,22.0,12%,0.94,0.16,6.0095141497418,43.13966278636539,407.33,1485.0,73.72,565.57,8.91,449.53170731707314,510.08048780487815,506.280487804878,480.2951219512197,509.2682926829268,0.43,2117º,0.46799999999999997
SUDESTE,MG,CAMPO AZUL,3111150,0,Pequeno porte 1,"3,853",505.91,7.3,26974.27,7059.48,94.0,210.0,23.0,11%,0.92,0.15,4.6545340756081135,40.416020808446,680.36,1277.33333333333,72.96,846.09,10.23,447.5916666666666,483.2875,489.0652173913044,460.7608695652174,445.2173913043478,0.425,2118º,0.46799999999999997
CENTRO-OESTE,MS,DOURADINA,5003504,0,Pequeno porte 1,"5,775",280.79,19.1,83550.1,14877.15,75.0,252.0,33.0,13%,0.93,0.22,7.209613475007219,44.1300215203454,657.69,,73.52,776.95,10.43,458.0914285714287,499.1285714285713,485.3028571428572,474.77714285714285,460.0,0.611,2119º,0.467
CENTRO-OESTE,MT,PEDRA PRETA,5106372,0,Pequeno porte 1,"16,811","4,108.59",3.8,492777.51,30142.98,89.0,361.0,130.0,36%,0.94,0.21,6.12584295127566,40.9763381039277,639.68,,73.73,691.21,8.96,455.1209677419354,500.25403225806457,490.5008403361346,464.8983193277311,495.126050420168,0.563,2120º,0.467
NORTE,TO,LAGOA DA CONFUSAO,1711902,0,Pequeno porte 1,"12,501","10,564.67",1,324287.3,28137.73,84.0,306.0,66.0,22%,0.87,0.21,7.22291955181654,38.2038072287921,376.59,1482.375,72.2,576.86,7.9,440.8754385964914,471.4578947368421,466.2181818181817,426.9890909090908,446.9090909090909,0.439,2121º,0.467
NORDESTE,PI,OEIRAS,2207009,0,Pequeno porte 2,"36,385","2,702.49",13.2,255990.96,7072.55,92.0,729.0,164.0,22%,0.92,0.23,5.51660664744787,38.897568790609796,299.09,2590.42857142857,70.19,661.05,9.23,464.649492900608,513.1241379310347,491.5692783505152,464.4841237113405,525.7319587628866,0.456,2122º,0.467
SUL,PR,RIO BRANCO DO IVAI,4122172,0,Pequeno porte 1,"4,104",382.33,10.2,67692.76,16689.54,94.0,208.0,8.0,4%,0.96,0.18,6.187060840338888,41.1617280479306,775.12,1357.33333333333,71.96,683.46,10.58,444.99375,444.6,468.76875000000007,444.5,430.0,0.47,2123º,0.467
SUDESTE,MG,JEQUITINHONHA,3135803,0,Pequeno porte 2,"25,465","3,514.22",6.9,159506.89,6342.22,88.0,487.0,21.0,4%,0.93,0.23,5.36209134616048,38.36237996338721,533.0,1263.0,73.99,437.05,8.35,445.63046875000015,508.98203124999986,505.56062992125976,459.58740157480315,468.503937007874,0.411,2124º,0.467
NORDESTE,BA,CAPELA DO ALTO ALEGRE,2906857,0,Pequeno porte 1,"12,203",649.43,17.8,64815.14,5344.26,87.0,509.0,69.0,14%,0.92,0.22,4.3493654285276,35.4201291865299,385.79,,71.21,715.56,8.44,456.3509803921568,510.28039215686266,499.23800000000006,463.66400000000016,531.6,0.3720000000000001,2125º,0.467
SUDESTE,MG,CAMBUQUIRA,3110707,0,Pequeno porte 1,"13,040",246.38,51.2,187910.26,14457.97,85.0,343.0,34.0,10%,1.03,0.2,8.1950832439661,45.3773252517537,398.06,813.25,76.34,429.68,9.44,467.7281690140845,513.5746478873236,517.5014492753621,461.1434782608696,529.2753623188406,0.611,2126º,0.467
CENTRO-OESTE,GO,MUNDO NOVO,5214051,0,Pequeno porte 1,"5,786","2,146.65",3,86983.19,14074.95,88.0,161.0,139.0,86%,1.08,0.21,5.05685192642331,44.584689884169705,535.15,1209.2,73.73,767.49,9.67,435.7075,490.025,469.678947368421,437.5394736842105,432.10526315789474,0.456,2127º,0.467
NORDESTE,PI,DEMERVAL LOBAO,2203305,0,Pequeno porte 1,"13,575",216.81,61.2,84981.23,6296.77,86.0,253.0,108.0,43%,0.83,0.27,5.36189008124952,37.9169644571263,321.53,1932.28571428571,71.88,649.07,9.25,449.7517241379309,492.3931034482759,480.8053097345132,433.89203539823,445.84070796460185,0.418,2128º,0.467
NORDESTE,BA,GUARATINGA,2911808,0,Pequeno porte 2,"22,251","2,189.40",9.5,172970.31,7659.31,92.0,852.0,107.0,13%,0.86,0.24,4.2874715568922,36.990000950142004,313.19,1604.64285714286,70.95,926.96,7.42,442.5877551020409,489.8877551020408,483.2204081632652,437.7897959183673,451.0204081632653,0.274,2129º,0.466
SUL,PR,SAO JOAO DO TRIUNFO,4125100,0,Pequeno porte 1,"14,815",720.41,19,290500.65,20087.17,87.0,365.0,24.0,7%,1.02,0.49,4.93119602593934,44.389096267691,472.15,1458.3,73.08,572.73,9.88,457.24874999999986,524.6249999999999,519.2549999999997,475.9824999999997,506.25,0.444,2130º,0.466
SUDESTE,MG,VARJAO DE MINAS,3170750,0,Pequeno porte 1,"6,857",651.61,9.3,137453.73,20959.7,80.0,227.0,8.0,4%,1.06,0.09,7.538074505556519,49.1473467250175,520.79,951.714285714286,75.79,581.67,9.76,471.02,506.26,505.426,504.3240000000001,456.0,0.64,2131º,0.466
SUDESTE,MG,SOLEDADE DE MINAS,3167806,0,Pequeno porte 1,"6,094",196.87,28.8,45745.03,7661.2,89.0,152.0,38.0,25%,1.01,0.27,6.6715602455896414,43.75719745202621,497.88,668.222222222222,74.88,541.05,9.74,468.232258064516,519.7096774193549,516.8428571428569,466.8035714285714,507.8571428571428,0.606,2132º,0.466
